ano,sigla_uf,produto,area_colhida_ha,producao_total,produtividade_media,valor_total_producao
1993,GO,Castanha de caju,,,,
1993,MA,Caju,,,,
1993,MA,Castanha de caju,20650,6493.0,269.37931034482767,67.7919
1993,MG,Caju,,,,
1993,MG,Castanha de caju,,,,
1993,MS,Caju,,,,
1993,MS,Castanha de caju,,,,
1993,MT,Caju,,,,
1993,MT,Castanha de caju,,,,
1993,PA,Caju,,,,
1993,PA,Castanha de caju,3,2.0,666.0,0.0262
1993,PB,Caju,,,,
1993,PB,Castanha de caju,3066,603.0,218.05454545454549,16.854699999999998
1993,PE,Caju,,,,
1993,PE,Castanha de caju,6264,2234.0,863.53658536585374,65.8501
1993,PI,Caju,,,,
1993,PI,Castanha de caju,233106,29941.0,170.655737704918,805.87200000000007
1993,PR,Caju,,,,
1993,PR,Castanha de caju,,,,
1993,RJ,Caju,,,,
1993,RJ,Castanha de caju,,,,
1993,RN,Caju,,,,
1993,RN,Castanha de caju,128724,10053.0,152.57943925233647,136.76689999999994
1993,RO,Caju,,,,
1993,RO,Castanha de caju,,,,
1993,RR,Caju,,,,
1993,RR,Castanha de caju,,,,
1993,RS,Caju,,,,
1993,RS,Castanha de caju,,,,
1993,SC,Caju,,,,
1993,SC,Castanha de caju,,,,
1993,SE,Caju,,,,
1993,SE,Castanha de caju,78,28.0,358.0,0.5775
1993,SP,Caju,,,,
1993,SP,Castanha de caju,,,,
1993,TO,Caju,,,,
1993,TO,Castanha de caju,,,,
1992,AC,Caju,,,,
1992,AC,Castanha de caju,,,,
1992,AL,Caju,,,,
1992,AL,Castanha de caju,6,1.0,166.0,0.0009
1992,AM,Caju,,,,
1992,AM,Castanha de caju,,,,
1992,AP,Caju,,,,
1992,AP,Castanha de caju,,,,
1992,BA,Caju,,,,
1992,BA,Castanha de caju,1763,777.0,1156.166666666667,0.3926
1992,CE,Caju,,,,
1992,CE,Castanha de caju,324065,45160.0,223.4407894736843,58.50010000000001
1992,DF,Caju,,,,
1992,DF,Castanha de caju,,,,
1992,ES,Caju,,,,
1992,ES,Castanha de caju,,,,
1992,GO,Caju,,,,
1992,GO,Castanha de caju,,,,
1992,MA,Caju,,,,
1992,MA,Castanha de caju,18499,4576.0,245.96428571428572,3.5551
1992,MG,Caju,,,,
1992,MG,Castanha de caju,,,,
1992,MS,Caju,,,,
1992,MS,Castanha de caju,,,,
1992,MT,Caju,,,,
1992,MT,Castanha de caju,,,,
1992,PA,Caju,,,,
1992,PA,Castanha de caju,24,21.0,825.0,0.0043
1992,PB,Caju,,,,
1992,PB,Castanha de caju,3259,1906.0,422.59677419354836,1.1663999999999992
1992,PE,Caju,,,,
1992,PE,Castanha de caju,6144,3871.0,1137.7435897435898,4.3790000000000004
1992,PI,Caju,,,,
1992,PI,Castanha de caju,213897,25507.0,159.28000000000006,17.7323
1992,PR,Caju,,,,
1992,PR,Castanha de caju,,,,
1992,RJ,Caju,,,,
1992,RJ,Castanha de caju,,,,
1992,RN,Caju,,,,
1992,RN,Castanha de caju,127746,26106.0,334.47014925373122,28.05660000000001
1992,RO,Caju,,,,
1992,RO,Castanha de caju,,,,
1992,RR,Caju,,,,
1992,RR,Castanha de caju,,,,
1992,RS,Caju,,,,
1992,RS,Castanha de caju,,,,
1992,SC,Caju,,,,
1992,SC,Castanha de caju,,,,
1992,SE,Caju,,,,
1992,SE,Castanha de caju,80,30.0,375.0,0.0131
1992,SP,Caju,,,,
1992,SP,Castanha de caju,,,,
1992,TO,Caju,,,,
1992,TO,Castanha de caju,,,,
1991,AC,Caju,,,,
1991,AC,Castanha de caju,,,,
1991,AL,Caju,,,,
1991,AL,Castanha de caju,6,1.0,166.0,0.0001
1991,AM,Caju,,,,
1991,AM,Castanha de caju,,,,
1991,AP,Caju,,,,
1991,AP,Castanha de caju,,,,
1991,BA,Caju,,,,
1991,BA,Castanha de caju,1314,415.0,1211.1111111111111,0.0223
1991,CE,Caju,,,,
1991,CE,Castanha de caju,295719,75888.0,326.40939597315452,5.7428999999999988
1991,DF,Caju,,,,
1991,DF,Castanha de caju,,,,
1991,ES,Caju,,,,
1991,ES,Castanha de caju,,,,
1991,GO,Caju,,,,
1991,GO,Castanha de caju,,,,
1991,MA,Caju,,,,
1991,MA,Castanha de caju,18738,5693.0,291.39285714285705,0.1819
1991,MG,Caju,,,,
1991,MG,Castanha de caju,,,,
1991,MS,Caju,,,,
1991,MS,Castanha de caju,,,,
1991,MT,Caju,,,,
1991,MT,Castanha de caju,,,,
1991,PA,Caju,,,,
1991,PA,Castanha de caju,24,27.0,975.0,0.0007
1991,PB,Caju,,,,
1991,PB,Castanha de caju,3169,1022.0,348.52830188679241,0.084800000000000028
1991,PE,Caju,,,,
1991,PE,Castanha de caju,4634,3491.0,1239.7297297297298,0.3324
1991,PI,Caju,,,,
1991,PI,Castanha de caju,192155,42964.0,283.92079207920807,2.6740999999999997
1991,PR,Caju,,,,
1991,PR,Castanha de caju,,,,
1991,RJ,Caju,,,,
1991,RJ,Castanha de caju,,,,
1991,RN,Caju,,,,
1991,RN,Castanha de caju,128764,56430.0,534.650793650794,4.3177000000000021
1991,RO,Caju,,,,
1991,RO,Castanha de caju,,,,
1991,RR,Caju,,,,
1991,RR,Castanha de caju,,,,
1991,RS,Caju,,,,
1991,RS,Castanha de caju,,,,
1991,SC,Caju,,,,
1991,SC,Castanha de caju,,,,
1991,SE,Caju,,,,
1991,SE,Castanha de caju,85,34.0,400.0,0.0009
1991,SP,Caju,,,,
1991,SP,Castanha de caju,,,,
1991,TO,Caju,,,,
1991,TO,Castanha de caju,,,,
1990,AC,Caju,,,,
1990,AC,Castanha de caju,,,,
1990,AL,Caju,,,,
1990,AL,Castanha de caju,8,1.0,125.0,0.0
1990,AM,Caju,,,,
1990,AM,Castanha de caju,,,,
1990,AP,Caju,,,,
1990,AP,Castanha de caju,,,,
1990,BA,Caju,,,,
1990,BA,Castanha de caju,1092,338.0,842.85714285714289,0.0072
1990,CE,Caju,,,,
1990,CE,Castanha de caju,267151,52224.0,262.32885906040275,0.97759999999999991
1990,DF,Caju,,,,
1990,DF,Castanha de caju,,,,
1990,ES,Caju,,,,
1990,ES,Castanha de caju,,,,
1990,GO,Caju,,,,
1990,GO,Castanha de caju,,,,
1990,MA,Caju,,,,
1990,MA,Castanha de caju,13508,2353.0,207.79999999999995,0.043900000000000015
1990,MG,Caju,,,,
1990,MG,Castanha de caju,,,,
1990,MS,Caju,,,,
1990,MS,Castanha de caju,,,,
1990,MT,Caju,,,,
1990,MT,Castanha de caju,,,,
1990,PA,Caju,,,,
1990,PA,Castanha de caju,24,27.0,975.0,0.0002
1990,PB,Caju,,,,
1990,PB,Castanha de caju,2883,802.0,313.37209302325579,0.014199999999999997
1990,PE,Caju,,,,
1990,PE,Castanha de caju,4621,3777.0,1219.1111111111113,0.07569999999999999
1990,PI,Caju,,,,
1990,PI,Castanha de caju,167905,23897.0,194.8453608247423,0.23669999999999988
1990,PR,Caju,,,,
1990,PR,Castanha de caju,,,,
1990,RJ,Caju,,,,
1990,RJ,Castanha de caju,,,,
1990,RN,Caju,,,,
1990,RN,Castanha de caju,116536,23246.0,337.25806451612908,0.39929999999999993
1990,RO,Caju,,,,
1990,RO,Castanha de caju,,,,
1990,RR,Caju,,,,
1990,RR,Castanha de caju,,,,
1990,RS,Caju,,,,
1990,RS,Castanha de caju,,,,
1990,SC,Caju,,,,
1990,SC,Castanha de caju,,,,
1990,SE,Caju,,,,
1990,SE,Castanha de caju,90,36.0,400.0,0.0001
1990,SP,Caju,,,,
1990,SP,Castanha de caju,,,,
1990,TO,Caju,,,,
1990,TO,Castanha de caju,9000,963.0,107.0,0.0105
1989,AC,Caju,,,,
1989,AC,Castanha de caju,,,,
1989,AL,Caju,,,,
1989,AL,Castanha de caju,6,1.0,167.0,0.0
1989,AM,Caju,,,,
1989,AM,Castanha de caju,,,,
1989,AP,Caju,,,,
1989,AP,Castanha de caju,,,,
1989,BA,Caju,,,,
1989,BA,Castanha de caju,102,118.0,1147.4545454545455,0.0
1989,CE,Caju,,,,
1989,CE,Castanha de caju,263221,58685.0,332.53061224489795,0.022399999999999986
1989,DF,Caju,,,,
1989,DF,Castanha de caju,,,,
1989,ES,Caju,,,,
1989,ES,Castanha de caju,,,,
1989,GO,Caju,,,,
1989,GO,Castanha de caju,,,,
1989,MA,Caju,,,,
1989,MA,Castanha de caju,11987,2433.0,254.39999999999995,0.0004
1989,MG,Caju,,,,
1989,MG,Castanha de caju,,,,
1989,MS,Caju,,,,
1989,MS,Castanha de caju,,,,
1989,MT,Caju,,,,
1989,MT,Castanha de caju,,,,
1989,PA,Caju,,,,
1989,PA,Castanha de caju,24,27.0,975.0,0.0
1989,PB,Caju,,,,
1989,PB,Castanha de caju,2861,846.0,319.79545454545456,0.0026999999999999993
1989,PE,Caju,,,,
1989,PE,Castanha de caju,4154,4453.0,1313.9666666666667,0.0013000000000000002
1989,PI,Caju,,,,
1989,PI,Castanha de caju,159519,30117.0,255.0408163265306,0.0087999999999999988
1989,PR,Caju,,,,
1989,PR,Castanha de caju,,,,
1989,RJ,Caju,,,,
1989,RJ,Castanha de caju,,,,
1989,RN,Caju,,,,
1989,RN,Castanha de caju,91940,47275.0,540.51694915254222,0.027699999999999992
1989,RO,Caju,,,,
1989,RO,Castanha de caju,,,,
1989,RR,Caju,,,,
1989,RR,Castanha de caju,,,,
1989,RS,Caju,,,,
1989,RS,Castanha de caju,,,,
1989,SC,Caju,,,,
1989,SC,Castanha de caju,,,,
1989,SE,Caju,,,,
1989,SE,Castanha de caju,90,36.0,400.0,0.0
1989,SP,Caju,,,,
1989,SP,Castanha de caju,,,,
1989,TO,Caju,,,,
1989,TO,Castanha de caju,,,,
1988,AC,Caju,,,,
1988,AC,Castanha de caju,,,,
1988,AL,Caju,,,,
1988,AL,Castanha de caju,6,1.0,167.0,0.0
1988,AM,Caju,,,,
1988,AM,Castanha de caju,,,,
1988,AP,Caju,,,,
1988,AP,Castanha de caju,,,,
1988,BA,Caju,,,,
1988,BA,Castanha de caju,117,74.0,791.66666666666674,0.0
1988,CE,Caju,,,,
1988,CE,Castanha de caju,261511,65516.0,344.99166666666662,0.0036999999999999993
1988,DF,Caju,,,,
1988,DF,Castanha de caju,,,,
1988,ES,Caju,,,,
1988,ES,Castanha de caju,,,,
1988,GO,Caju,,,,
1988,GO,Castanha de caju,,,,
1988,MA,Caju,,,,
1988,MA,Castanha de caju,10282,2672.0,361.2962962962963,0.0
1988,MG,Caju,,,,
1988,MG,Castanha de caju,,,,
1988,MS,Caju,,,,
1988,MS,Castanha de caju,,,,
1988,MT,Caju,,,,
1988,MT,Castanha de caju,,,,
1988,PA,Caju,,,,
1988,PA,Castanha de caju,33,36.0,975.0,0.0
1988,PB,Caju,,,,
1988,PB,Castanha de caju,697,239.0,375.4,0.0
1988,PE,Caju,,,,
1988,PE,Castanha de caju,1508,2253.0,1153.8000000000002,0.0
1988,PI,Caju,,,,
1988,PI,Castanha de caju,121052,24816.0,328.2659574468085,0.001
1988,PR,Caju,,,,
1988,PR,Castanha de caju,,,,
1988,RJ,Caju,,,,
1988,RJ,Castanha de caju,,,,
1988,RN,Caju,,,,
1988,RN,Castanha de caju,66444,37748.0,612.47663551401865,0.0017000000000000001
1988,RO,Caju,,,,
1988,RO,Castanha de caju,,,,
1988,RR,Caju,,,,
1988,RR,Castanha de caju,,,,
1988,RS,Caju,,,,
1988,RS,Castanha de caju,,,,
1988,SC,Caju,,,,
1988,SC,Castanha de caju,,,,
1988,SE,Caju,,,,
1988,SE,Castanha de caju,,,,
1988,SP,Caju,,,,
1988,SP,Castanha de caju,,,,
1988,TO,Caju,,,,
1988,TO,Castanha de caju,,,,
1987,AC,Caju,7,87.0,18500.0,0.0
1987,AC,Castanha de caju,,,,
1987,AL,Caju,1014,23130.0,27262.533333333329,0.0
1987,AL,Castanha de caju,,,,
1987,AM,Caju,18,392.0,21750.0,0.0
1987,AM,Castanha de caju,,,,
1987,AP,Caju,,,,
1987,AP,Castanha de caju,,,,
1987,BA,Caju,6614,250925.0,41976.336734693861,0.0
1987,BA,Castanha de caju,,,,
1987,CE,Caju,231619,5088705.0,32835.652892561993,0.0008
1987,CE,Castanha de caju,,,,
1987,DF,Caju,,,,
1987,DF,Castanha de caju,,,,
1987,ES,Caju,6,235.0,34166.666666666664,0.0
1987,ES,Castanha de caju,,,,
1987,GO,Caju,,,,
1987,GO,Castanha de caju,,,,
1987,MA,Caju,2323,158324.0,67893.875,0.0
1987,MA,Castanha de caju,,,,
1987,MG,Caju,37,2205.0,48767.857142857145,0.0
1987,MG,Castanha de caju,,,,
1987,MS,Caju,15,1130.0,77642.857142857145,0.0
1987,MS,Castanha de caju,,,,
1987,MT,Caju,,,,
1987,MT,Castanha de caju,,,,
1987,PA,Caju,29,5177.0,109600.33333333334,0.0
1987,PA,Castanha de caju,,,,
1987,PB,Caju,3519,282088.0,68527.027027027012,0.0
1987,PB,Castanha de caju,,,,
1987,PE,Caju,4578,217806.0,38792.9855072464,0.0
1987,PE,Castanha de caju,,,,
1987,PI,Caju,128664,3613135.0,35977.590361445778,0.0004
1987,PI,Castanha de caju,,,,
1987,PR,Caju,,,,
1987,PR,Castanha de caju,,,,
1987,RJ,Caju,583,17725.0,28941.2,0.0
1987,RJ,Castanha de caju,,,,
1987,RN,Caju,59933,767650.0,26473.75,0.0
1987,RN,Castanha de caju,,,,
1987,RO,Caju,3,87.0,29000.0,0.0
1987,RO,Castanha de caju,,,,
1987,RR,Caju,,,,
1987,RR,Castanha de caju,,,,
1987,RS,Caju,,,,
1987,RS,Castanha de caju,,,,
1987,SC,Caju,,,,
1987,SC,Castanha de caju,,,,
1987,SE,Caju,162,7170.0,40000.0,0.0
1987,SE,Castanha de caju,,,,
1987,SP,Caju,12,1500.0,125000.0,0.0
1987,SP,Castanha de caju,,,,
1987,TO,Caju,,,,
1987,TO,Castanha de caju,,,,
1986,AC,Caju,8,98.0,19000.0,0.0
1986,AC,Castanha de caju,,,,
1986,AL,Caju,1048,26893.0,29503.029411764703,0.0
1986,AL,Castanha de caju,,,,
1986,AM,Caju,19,442.0,24250.0,0.0
1986,AM,Castanha de caju,,,,
1986,AP,Caju,,,,
1986,AP,Castanha de caju,,,,
1986,BA,Caju,6305,283966.0,44665.781250000007,0.0
1986,BA,Castanha de caju,,,,
1986,CE,Caju,226180,2717108.0,28368.369369369368,0.0
1986,CE,Castanha de caju,,,,
1986,DF,Caju,,,,
1986,DF,Castanha de caju,,,,
1986,ES,Caju,4,190.0,40000.0,0.0
1986,ES,Castanha de caju,,,,
1986,GO,Caju,,,,
1986,GO,Castanha de caju,,,,
1986,MA,Caju,1749,118720.0,64928.533333333347,0.0
1986,MA,Castanha de caju,,,,
1986,MG,Caju,35,2008.0,48910.714285714283,0.0
1986,MG,Castanha de caju,,,,
1986,MS,Caju,15,1130.0,77642.857142857145,0.0
1986,MS,Castanha de caju,,,,
1986,MT,Caju,20,2740.0,93333.333333333328,0.0
1986,MT,Castanha de caju,,,,
1986,PA,Caju,31,4160.0,85833.333333333328,0.0
1986,PA,Castanha de caju,,,,
1986,PB,Caju,3514,285395.0,79210.04109589041,0.0
1986,PB,Castanha de caju,,,,
1986,PE,Caju,2600,92470.0,31696.875,0.0
1986,PE,Castanha de caju,,,,
1986,PI,Caju,106512,3890232.0,38496.699999999975,0.0002
1986,PI,Castanha de caju,,,,
1986,PR,Caju,,,,
1986,PR,Castanha de caju,,,,
1986,RJ,Caju,584,18758.0,30062.8,0.0
1986,RJ,Castanha de caju,,,,
1986,RN,Caju,57247,749528.0,30191.139240506338,0.0
1986,RN,Castanha de caju,,,,
1986,RO,Caju,,,,
1986,RO,Castanha de caju,,,,
1986,RR,Caju,,,,
1986,RR,Castanha de caju,,,,
1986,RS,Caju,,,,
1986,RS,Castanha de caju,,,,
1986,SC,Caju,,,,
1986,SC,Castanha de caju,,,,
1986,SE,Caju,212,10420.0,42500.0,0.0
1986,SE,Castanha de caju,,,,
1986,SP,Caju,12,1500.0,125000.0,0.0
1986,SP,Castanha de caju,,,,
1986,TO,Caju,,,,
1986,TO,Castanha de caju,,,,
1985,AC,Caju,14,185.0,21583.25,0.0
1985,AC,Castanha de caju,,,,
1985,AL,Caju,1051,30289.0,30667.39393939394,0.0
1985,AL,Castanha de caju,,,,
1985,AM,Caju,23,538.0,24400.0,0.0
1985,AM,Castanha de caju,,,,
1985,AP,Caju,,,,
1985,AP,Castanha de caju,,,,
1985,BA,Caju,6049,270467.0,46766.795180722889,0.0
1985,BA,Castanha de caju,,,,
1985,CE,Caju,216790,7101862.0,46814.522123893788,0.0
1985,CE,Castanha de caju,,,,
1985,DF,Caju,,,,
1985,DF,Castanha de caju,,,,
1985,ES,Caju,4,190.0,40000.0,0.0
1985,ES,Castanha de caju,,,,
1985,GO,Caju,,,,
1985,GO,Castanha de caju,,,,
1985,MA,Caju,1619,138244.0,66719.333333333328,0.0
1985,MA,Castanha de caju,,,,
1985,MG,Caju,37,2004.0,47267.857142857138,0.0
1985,MG,Castanha de caju,,,,
1985,MS,Caju,15,1128.0,77571.428571428565,0.0
1985,MS,Castanha de caju,,,,
1985,MT,Caju,20,2740.0,93333.333333333328,0.0
1985,MT,Castanha de caju,,,,
1985,PA,Caju,12,1600.0,100000.0,0.0
1985,PA,Castanha de caju,,,,
1985,PB,Caju,3191,259750.0,81837.60000000002,0.0
1985,PB,Castanha de caju,,,,
1985,PE,Caju,1762,70794.0,37319.206349206346,0.0
1985,PE,Castanha de caju,,,,
1985,PI,Caju,78996,2745637.0,39123.408450704213,0.0
1985,PI,Castanha de caju,,,,
1985,PR,Caju,,,,
1985,PR,Castanha de caju,,,,
1985,RJ,Caju,568,18981.0,35250.0,0.0
1985,RJ,Castanha de caju,,,,
1985,RN,Caju,54720,757379.0,26694.660377358494,0.0
1985,RN,Castanha de caju,,,,
1985,RO,Caju,,,,
1985,RO,Castanha de caju,,,,
1985,RR,Caju,,,,
1985,RR,Castanha de caju,,,,
1985,RS,Caju,,,,
1985,RS,Castanha de caju,,,,
1985,SC,Caju,,,,
1985,SC,Castanha de caju,,,,
1985,SE,Caju,272,13160.0,42000.0,0.0
1985,SE,Castanha de caju,,,,
1985,SP,Caju,12,1800.0,150000.0,0.0
1985,SP,Castanha de caju,,,,
1985,TO,Caju,,,,
1985,TO,Castanha de caju,,,,
1984,AC,Caju,13,174.0,21500.0,0.0
1984,AC,Castanha de caju,,,,
1984,AL,Caju,1176,33185.0,31292.562499999996,0.0
1984,AL,Castanha de caju,,,,
1984,AM,Caju,23,538.0,25250.0,0.0
1984,AM,Castanha de caju,,,,
1984,AP,Caju,,,,
1984,AP,Castanha de caju,,,,
1984,BA,Caju,5671,230747.0,46004.037037037015,0.0
1984,BA,Castanha de caju,,,,
1984,CE,Caju,218075,8679346.0,38324.69999999999,0.0
1984,CE,Castanha de caju,,,,
1984,DF,Caju,,,,
1984,DF,Castanha de caju,,,,
1984,ES,Caju,4,175.0,37500.0,0.0
1984,ES,Castanha de caju,,,,
1984,GO,Caju,,,,
1984,GO,Castanha de caju,,,,
1984,MA,Caju,1604,134801.0,66341.5,0.0
1984,MA,Castanha de caju,,,,
1984,MG,Caju,35,1941.0,50365.384615384617,0.0
1984,MG,Castanha de caju,,,,
1984,MS,Caju,15,1129.0,77714.28571428571,0.0
1984,MS,Castanha de caju,,,,
1984,MT,Caju,20,2740.0,93333.333333333328,0.0
1984,MT,Castanha de caju,,,,
1984,PA,Caju,52,2630.0,56666.666666666664,0.0
1984,PA,Castanha de caju,,,,
1984,PB,Caju,3509,281773.0,82537.4,0.0
1984,PB,Castanha de caju,,,,
1984,PE,Caju,1782,70118.0,31974.137931034489,0.0
1984,PE,Castanha de caju,,,,
1984,PI,Caju,31795,989058.0,41142.553846153845,0.0
1984,PI,Castanha de caju,,,,
1984,PR,Caju,,,,
1984,PR,Castanha de caju,,,,
1984,RJ,Caju,564,19864.0,36250.0,0.0
1984,RJ,Castanha de caju,,,,
1984,RN,Caju,54639,831933.0,25285.714285714283,0.0
1984,RN,Castanha de caju,,,,
1984,RO,Caju,,,,
1984,RO,Castanha de caju,,,,
1984,RR,Caju,1,8.0,8000.0,0.0
1984,RR,Castanha de caju,,,,
1984,RS,Caju,,,,
1984,RS,Castanha de caju,,,,
1984,SC,Caju,,,,
1984,SC,Castanha de caju,,,,
1984,SE,Caju,312,15420.0,42500.0,0.0
1984,SE,Castanha de caju,,,,
1984,SP,Caju,12,1800.0,150000.0,0.0
1984,SP,Castanha de caju,,,,
1984,TO,Caju,,,,
1984,TO,Castanha de caju,,,,
1983,AC,Caju,13,181.0,22250.0,0.0
1983,AC,Castanha de caju,,,,
1983,AL,Caju,1220,34892.0,31102.580645161284,0.0
1983,AL,Castanha de caju,,,,
1983,AM,Caju,37,915.0,25000.0,0.0
1983,AM,Castanha de caju,,,,
1983,AP,Caju,,,,
1983,AP,Castanha de caju,,,,
1983,BA,Caju,6708,267188.0,40655.255813953474,0.0
1983,BA,Castanha de caju,,,,
1983,CE,Caju,135434,2164923.0,21629.755102040814,0.0
1983,CE,Castanha de caju,,,,
1983,DF,Caju,,,,
1983,DF,Castanha de caju,,,,
1983,ES,Caju,4,42.0,16000.0,0.0
1983,ES,Castanha de caju,,,,
1983,GO,Caju,,,,
1983,GO,Castanha de caju,,,,
1983,MA,Caju,1092,89675.0,58388.666666666664,0.0
1983,MA,Castanha de caju,,,,
1983,MG,Caju,34,1886.0,50442.307692307695,0.0
1983,MG,Castanha de caju,,,,
